title,movie_url,poster_url,rating,genre
Black Christmas (1974),https://letterboxd.com/film/black-christmas/,https://a.ltrbxd.com/resized/film-poster/4/1/3/0/5/41305-black-christmas-0-1000-0-1500-crop.jpg?v=d92adfabac,3.83,thriller
Hell or High Water (2016),https://letterboxd.com/film/hell-or-high-water/,https://a.ltrbxd.com/resized/sm/upload/os/sk/tr/0a/6YOrNBdoXvT8aC5VPLkkN6t5z0V-0-1000-0-1500-crop.jpg?v=ae04fa804c,3.93,crime
Don't Look Up (2021),https://letterboxd.com/film/dont-look-up-2021/,https://a.ltrbxd.com/resized/film-poster/5/7/2/2/5/5/572255-don-t-look-up-0-1000-0-1500-crop.jpg?v=a58cc4aba2,3.01,science-fiction
Unfriended (2014),https://letterboxd.com/film/unfriended/,https://a.ltrbxd.com/resized/sm/upload/2s/t4/di/18/hfEBlhvVWFt61EWjNbjlKdDilBI-0-1000-0-1500-crop.jpg?v=592f643b3a,2.34,horror
Oblivion (2013),https://letterboxd.com/film/oblivion-2013/,https://a.ltrbxd.com/resized/film-poster/6/2/1/0/8/62108-oblivion-0-1000-0-1500-crop.jpg?v=34e6dfa548,3.12,action
Pulp Fiction (1994),https://letterboxd.com/film/pulp-fiction/,https://a.ltrbxd.com/resized/film-poster/5/1/4/4/4/51444-pulp-fiction-0-1000-0-1500-crop.jpg?v=dee19a8077,4.26,crime
Barbarian (2022),https://letterboxd.com/film/barbarian-2022/,https://a.ltrbxd.com/resized/film-poster/8/1/9/6/4/8/819648-barbarian-0-1000-0-1500-crop.jpg?v=75b067327a,3.46,mystery
ted (2024),https://letterboxd.com/film/ted-2024/,https://a.ltrbxd.com/resized/film-poster/1/1/1/5/1/5/4/1115154-ted-0-1000-0-1500-crop.jpg?v=7d4968c01b,3.74,comedy
Turning Point: 9/11 and the War on Terror (2021),https://letterboxd.com/film/turning-point-9-11-and-the-war-on-terror/,https://a.ltrbxd.com/resized/film-poster/7/8/1/3/6/4/781364-turning-point-9-11-and-the-war-on-terror-0-1000-0-1500-crop.jpg?v=9a121c25e4,3.84,documentary
Ted K (2021),https://letterboxd.com/film/ted-k/,https://a.ltrbxd.com/resized/film-poster/5/8/5/8/2/2/585822-ted-k-0-1000-0-1500-crop.jpg?v=c2c0b9bb23,3.15,drama
Scary Movie 2 (2001),https://letterboxd.com/film/scary-movie-2/,https://a.ltrbxd.com/resized/film-poster/4/9/4/4/2/49442-scary-movie-2-0-1000-0-1500-crop.jpg?v=fc034be22b,2.71,comedy
Scary Movie (2000),https://letterboxd.com/film/scary-movie-2000/,https://a.ltrbxd.com/resized/film-poster/4/9/4/4/3/49443-scary-movie-0-1000-0-1500-crop.jpg?v=c949a2d091,3.14,comedy
A Nonsense Christmas with Sabrina Carpenter (2024),https://letterboxd.com/film/a-nonsense-christmas-with-sabrina-carpenter/,https://a.ltrbxd.com/resized/film-poster/1/2/4/7/3/2/3/1247323-a-nonsense-christmas-with-sabrina-carpenter-0-1000-0-1500-crop.jpg?v=161525d20f,3.71,music
Analyze This (1999),https://letterboxd.com/film/analyze-this/,https://a.ltrbxd.com/resized/film-poster/4/7/0/6/5/47065-analyze-this-0-1000-0-1500-crop.jpg?v=5561f5c63a,3.31,crime
The Land Before Time (1988),https://letterboxd.com/film/the-land-before-time/,https://a.ltrbxd.com/resized/film-poster/4/4/7/5/8/44758-the-land-before-time-0-1000-0-1500-crop.jpg?v=9a583dc0d2,3.73,adventure
Everybody Wants Some!! (2016),https://letterboxd.com/film/everybody-wants-some/,https://a.ltrbxd.com/resized/sm/upload/vx/bh/wk/an/mIpd0rGxruvxCnMSmh4gd8wuhmv-0-1000-0-1500-crop.jpg?v=1ed6988328,3.71,comedy
The Dirties (2013),https://letterboxd.com/film/the-dirties/,https://a.ltrbxd.com/resized/film-poster/1/1/9/0/4/1/119041-the-dirties-0-1000-0-1500-crop.jpg?v=aba807d712,3.66,comedy
The Expendables 2 (2012),https://letterboxd.com/film/the-expendables-2/,https://a.ltrbxd.com/resized/film-poster/6/2/5/9/3/62593-the-expendables-2-0-1000-0-1500-crop.jpg?v=b6353c199b,2.74,action
The Lord of the Rings: The Two Towers (2002),https://letterboxd.com/film/the-lord-of-the-rings-the-two-towers/,https://a.ltrbxd.com/resized/film-poster/5/1/9/2/9/51929-the-lord-of-the-rings-the-two-towers-0-1000-0-1500-crop.jpg?v=9ef6c09783,4.41,fantasy
Zoolander (2001),https://letterboxd.com/film/zoolander/,https://a.ltrbxd.com/resized/film-poster/4/7/1/9/8/47198-zoolander-0-1000-0-1500-crop.jpg?v=b30902c672,3.37,comedy
Starship Troopers (1997),https://letterboxd.com/film/starship-troopers/,https://a.ltrbxd.com/resized/film-poster/5/1/5/5/5/51555-starship-troopers-0-1000-0-1500-crop.jpg?v=dd7022caf2,3.83,adventure
Mrs. Doubtfire (1993),https://letterboxd.com/film/mrs-doubtfire/,https://a.ltrbxd.com/resized/film-poster/5/1/3/6/4/51364-mrs-doubtfire-0-1000-0-1500-crop.jpg?v=f30c65a693,3.66,comedy
Top Secret! (1984),https://letterboxd.com/film/top-secret/,https://a.ltrbxd.com/resized/film-poster/4/7/6/2/0/47620-top-secret--0-1000-0-1500-crop.jpg?v=0317265506,3.72,comedy
Avengers: Age of Ultron (2015),https://letterboxd.com/film/avengers-age-of-ultron/,https://a.ltrbxd.com/resized/film-poster/8/1/6/0/5/81605-avengers-age-of-ultron-0-1000-0-1500-crop.jpg?v=d315efaff1,3.15,action
The Rocky Horror Picture Show (1975),https://letterboxd.com/film/the-rocky-horror-picture-show/,https://a.ltrbxd.com/resized/film-poster/2/7/6/9/8/27698-the-rocky-horror-picture-show-0-1000-0-1500-crop.jpg?v=737e51d6bc,4.03,science-fiction
American Graffiti (1973),https://letterboxd.com/film/american-graffiti/,https://a.ltrbxd.com/resized/sm/upload/pg/y6/re/c7/xq8MFYQ6MLZ65mFpweqV6mCs39k-0-1000-0-1500-crop.jpg?v=c90f2b906e,3.73,drama
E.T. the Extra-Terrestrial (1982),https://letterboxd.com/film/et-the-extra-terrestrial/,https://a.ltrbxd.com/resized/film-poster/5/1/5/2/0/51520-e-t-the-extra-terrestrial-0-1000-0-1500-crop.jpg?v=abed7069ac,3.84,science-fiction
The Invitation (2015),https://letterboxd.com/film/the-invitation-2015/,https://a.ltrbxd.com/resized/sm/upload/d0/yt/w1/l2/v5Bdti2w5sqKNPge6I9jF2YpAqF-0-1000-0-1500-crop.jpg?v=26794d9001,3.3,thriller
Spider-Man 3 (2007),https://letterboxd.com/film/spider-man-3/,https://a.ltrbxd.com/resized/sm/upload/gi/zi/fp/69/uC2pAMjb32NIgQ1GdC1Bl6LZJc2-0-1000-0-1500-crop.jpg?v=71a23d5211,3.11,science-fiction
The Thomas Crown Affair (1999),https://letterboxd.com/film/the-thomas-crown-affair-1999/,https://a.ltrbxd.com/resized/film-poster/5/1/2/3/9/51239-the-thomas-crown-affair-0-1000-0-1500-crop.jpg?v=5443b5f7d5,3.37,drama
Borderlands (2024),https://letterboxd.com/film/borderlands-2024/,https://a.ltrbxd.com/resized/film-poster/3/0/1/1/2/3/301123-borderlands-0-1000-0-1500-crop.jpg?v=849b7b501c,1.53,science-fiction
Dune (2021),https://letterboxd.com/film/dune-2021/,https://a.ltrbxd.com/resized/sm/upload/nx/8b/vs/gc/cDbNAY0KM84cxXhmj8f0dLWza3t-0-1000-0-1500-crop.jpg?v=49eed12751,3.88,science-fiction
The Queen's Gambit (2020),https://letterboxd.com/film/the-queens-gambit/,https://a.ltrbxd.com/resized/film-poster/6/6/8/0/7/7/668077-the-queen-s-gambit-0-1000-0-1500-crop.jpg?v=13d0025c03,4.23,drama
Hustlers (2019),https://letterboxd.com/film/hustlers-2019/,https://a.ltrbxd.com/resized/film-poster/4/6/9/9/7/1/469971-hustlers-0-1000-0-1500-crop.jpg?v=f758510a90,3.29,comedy
Den of Thieves (2018),https://letterboxd.com/film/den-of-thieves/,https://a.ltrbxd.com/resized/film-poster/3/8/1/7/5/4/381754-den-of-thieves-0-1000-0-1500-crop.jpg?v=d9f57ee143,3.24,action
Disturbia (2007),https://letterboxd.com/film/disturbia/,https://a.ltrbxd.com/resized/film-poster/4/7/8/3/5/47835-disturbia-0-1000-0-1500-crop.jpg?v=9939f6b74d,3.12,drama
The Italian Job (1969),https://letterboxd.com/film/the-italian-job/,https://a.ltrbxd.com/resized/film-poster/4/6/1/3/6/46136-the-italian-job-0-1000-0-1500-crop.jpg?v=490273fd25,3.53,comedy
Terrifier 2 (2022),https://letterboxd.com/film/terrifier-2/,https://a.ltrbxd.com/resized/film-poster/5/8/8/9/0/7/588907-terrifier-2-0-1000-0-1500-crop.jpg?v=235a7cd041,2.73,horror
Emergency (2022),https://letterboxd.com/film/emergency-2022/,https://a.ltrbxd.com/resized/film-poster/7/3/5/5/4/5/735545-emergency-0-1000-0-1500-crop.jpg?v=33e9b55258,3.42,drama
Fun Size (2012),https://letterboxd.com/film/fun-size/,https://a.ltrbxd.com/resized/film-poster/6/9/1/6/5/69165-fun-size-0-1000-0-1500-crop.jpg?v=1f2777c6cf,2.56,comedy
Spy Kids 3-D: Game Over (2003),https://letterboxd.com/film/spy-kids-3-d-game-over/,https://a.ltrbxd.com/resized/film-poster/4/4/6/3/7/44637-spy-kids-3-d-game-over-0-1000-0-1500-crop.jpg?v=3f2be19117,2.48,comedy
Inside Out 2 (2024),https://letterboxd.com/film/inside-out-2-2024/,https://a.ltrbxd.com/resized/film-poster/9/2/1/5/7/8/921578-inside-out-2-0-1000-0-1500-crop.jpg?v=efa25e5cca,3.61,comedy
The Girl with the Dragon Tattoo (2011),https://letterboxd.com/film/the-girl-with-the-dragon-tattoo-2011/,https://a.ltrbxd.com/resized/sm/upload/0a/ec/72/pb/zHGxi75Ugw69jtCmOK8TvwU588z-0-1000-0-1500-crop.jpg?v=58931ddc0d,3.89,crime
The Incredible Hulk (2008),https://letterboxd.com/film/the-incredible-hulk/,https://a.ltrbxd.com/resized/film-poster/5/0/8/2/7/50827-the-incredible-hulk-0-1000-0-1500-crop.jpg?v=f03c15122c,2.49,science-fiction
Speed (1994),https://letterboxd.com/film/speed/,https://a.ltrbxd.com/resized/film-poster/5/0/9/0/4/50904-speed-0-1000-0-1500-crop.jpg?v=08424df13d,3.68,thriller
Pretty Woman (1990),https://letterboxd.com/film/pretty-woman/,https://a.ltrbxd.com/resized/film-poster/5/1/9/3/6/51936-pretty-woman-0-1000-0-1500-crop.jpg?v=b190c1d6bc,3.67,romance
Argo (2012),https://letterboxd.com/film/argo/,https://a.ltrbxd.com/resized/sm/upload/vx/tj/jr/as/PHf0KsjBWMmxjf_1_m-0-1000-0-1500-crop.jpg?v=84217647a3,3.72,thriller
School of Rock (2003),https://letterboxd.com/film/school-of-rock/,https://a.ltrbxd.com/resized/film-poster/5/0/9/5/0/50950-school-of-rock-0-1000-0-1500-crop.jpg?v=1d462b4ca3,3.77,music
Jurassic World Dominion (2022),https://letterboxd.com/film/jurassic-world-dominion/,https://a.ltrbxd.com/resized/film-poster/4/3/7/0/5/0/437050-jurassic-world-dominion-0-1000-0-1500-crop.jpg?v=7e84c73412,2.24,adventure
Little Women (2019),https://letterboxd.com/film/little-women-2019/,https://a.ltrbxd.com/resized/sm/upload/r4/np/q5/te/mSmiB8XjUnR1GSIljuCPGsk0cwX-0-1000-0-1500-crop.jpg?v=b3f603929c,4.17,romance
The Founder (2016),https://letterboxd.com/film/the-founder/,https://a.ltrbxd.com/resized/sm/upload/92/i7/c9/p4/fxvlzT7yyKiZneTDPwk85BSw1JF-0-1000-0-1500-crop.jpg?v=5999e6ff06,3.4,history
The Stand (2020),https://letterboxd.com/film/the-stand-2020/,https://a.ltrbxd.com/resized/film-poster/6/6/0/2/8/9/660289-the-stand-0-1000-0-1500-crop.jpg?v=68862f1a62,2.75,drama
Inside Man (2006),https://letterboxd.com/film/inside-man/,https://a.ltrbxd.com/resized/sm/upload/dn/nz/ds/9v/l1kkUKGrI07kOzxznPpF4WJUrJw-0-1000-0-1500-crop.jpg?v=6155bf42b9,3.69,crime
Spy Kids 2: The Island of Lost Dreams (2002),https://letterboxd.com/film/spy-kids-2-the-island-of-lost-dreams/,https://a.ltrbxd.com/resized/film-poster/4/7/1/1/0/47110-spy-kids-2-island-of-lost-dreams-0-1000-0-1500-crop.jpg?v=534558dcd9,2.81,action
Simon Birch (1998),https://letterboxd.com/film/simon-birch/,https://a.ltrbxd.com/resized/film-poster/3/7/6/9/4/37694-simon-birch-0-1000-0-1500-crop.jpg?v=9fe1af5639,3.05,drama
Snack Shack (2024),https://letterboxd.com/film/snack-shack/,https://a.ltrbxd.com/resized/film-poster/9/3/5/1/4/9/935149-snack-shack-0-1000-0-1500-crop.jpg?v=6f7871fc4d,3.62,comedy
Set It Up (2018),https://letterboxd.com/film/set-it-up/,https://a.ltrbxd.com/resized/film-poster/3/1/9/5/5/0/319550-set-it-up-0-1000-0-1500-crop.jpg?v=ed5f6e4d77,3.33,comedy
Ready Player One (2018),https://letterboxd.com/film/ready-player-one/,https://a.ltrbxd.com/resized/film-poster/2/6/1/8/6/6/261866-ready-player-one-0-1000-0-1500-crop.jpg?v=e84ba98da4,3.28,science-fiction
Ice Age: Continental Drift (2012),https://letterboxd.com/film/ice-age-continental-drift/,https://a.ltrbxd.com/resized/sm/upload/qn/x7/lb/ka/u30xsZd3mijrdBKA6CeDsozx48g-0-1000-0-1500-crop.jpg?v=6783cf0882,2.75,adventure
Demolition Man (1993),https://letterboxd.com/film/demolition-man/,https://a.ltrbxd.com/resized/film-poster/4/6/8/6/8/46868-demolition-man-0-1000-0-1500-crop.jpg?v=2a6b346a45,3.33,action
The Apprentice (2024),https://letterboxd.com/film/the-apprentice-2024/,https://a.ltrbxd.com/resized/sm/upload/yj/8m/d9/4r/apprentice_xxlg-0-1000-0-1500-crop.jpg?v=684581b66b,3.59,history
Armageddon (1998),https://letterboxd.com/film/armageddon/,https://a.ltrbxd.com/resized/film-poster/5/1/9/5/5/51955-armageddon-0-1000-0-1500-crop.jpg?v=b314269492,3.11,thriller
Power Rangers (2017),https://letterboxd.com/film/power-rangers/,https://a.ltrbxd.com/resized/film-poster/2/3/2/4/6/4/232464-power-rangers-0-1000-0-1500-crop.jpg?v=e882b72f7d,2.5,adventure
Godzilla vs. Kong (2021),https://letterboxd.com/film/godzilla-vs-kong/,https://a.ltrbxd.com/resized/film-poster/3/3/3/8/2/5/333825-godzilla-vs-kong-0-1000-0-1500-crop.jpg?v=180c5e90c2,2.8,science-fiction
Coco (2017),https://letterboxd.com/film/coco-2017/,https://a.ltrbxd.com/resized/sm/upload/3p/mh/wq/v9/6Ryitt95xrO8KXuqRGm1fUuNwqF-0-1000-0-1500-crop.jpg?v=2a90bd6512,4.12,adventure
The Hangover (2009),https://letterboxd.com/film/the-hangover/,https://a.ltrbxd.com/resized/film-poster/4/0/1/0/0/40100-the-hangover-0-1000-0-1500-crop.jpg?v=6464871bf5,3.66,comedy
Coraline (2009),https://letterboxd.com/film/coraline/,https://a.ltrbxd.com/resized/film-poster/4/2/7/7/9/42779-coraline-0-1000-0-1500-crop.jpg?v=b792483e2a,4.18,animation
GoodFellas (1990),https://letterboxd.com/film/goodfellas/,https://a.ltrbxd.com/resized/film-poster/5/1/3/8/3/51383-goodfellas-0-1000-0-1500-crop.jpg?v=c6c265f228,4.47,drama
Black Adam (2022),https://letterboxd.com/film/black-adam/,https://a.ltrbxd.com/resized/film-poster/3/6/9/1/7/9/369179-black-adam-0-1000-0-1500-crop.jpg?v=5e1791e3fa,2.27,science-fiction
The Babysitter (2017),https://letterboxd.com/film/the-babysitter-2017/,https://a.ltrbxd.com/resized/sm/upload/06/mp/w2/ub/86a7GRVRCwfl7wdI4QadyvKa6Zu-0-1000-0-1500-crop.jpg?v=a72efe54ba,2.74,horror
The Internship (2013),https://letterboxd.com/film/the-internship/,https://a.ltrbxd.com/resized/sm/upload/yg/fz/mg/e9/xxOKDTQbQo7h1h7TyrQIW7u8KcJ-0-1000-0-1500-crop.jpg?v=52720ca754,2.81,comedy
Arthur Christmas (2011),https://letterboxd.com/film/arthur-christmas/,https://a.ltrbxd.com/resized/sm/upload/bs/70/2b/6a/nTxZltM4tfDmWG2i7kXv9kVayQf-0-1000-0-1500-crop.jpg?v=3f1fb52ff4,3.52,animation
Paranormal Activity (2007),https://letterboxd.com/film/paranormal-activity/,https://a.ltrbxd.com/resized/sm/upload/b7/gq/eb/td/aZFREpbTtX47axpa2bUaKy3669Y-0-1000-0-1500-crop.jpg?v=7211900bd1,2.88,horror
The Adventures of Sharkboy and Lavagirl (2005),https://letterboxd.com/film/the-adventures-of-sharkboy-and-lavagirl/,https://a.ltrbxd.com/resized/film-poster/4/3/2/7/2/43272-the-adventures-of-sharkboy-and-lavagirl-0-1000-0-1500-crop.jpg?v=1700030604,2.57,family
The Bourne Supremacy (2004),https://letterboxd.com/film/the-bourne-supremacy/,https://a.ltrbxd.com/resized/film-poster/5/0/2/2/4/50224-the-bourne-supremacy-0-1000-0-1500-crop.jpg?v=a65c73bc56,3.61,drama
Risky Business (1983),https://letterboxd.com/film/risky-business/,https://a.ltrbxd.com/resized/sm/upload/uw/rz/gz/os/cABRMiqw0U7bZvBtryPzuBCsn3f-0-1000-0-1500-crop.jpg?v=b57c41b35f,3.42,drama
Spider-Man: Into the Spider-Verse (2018),https://letterboxd.com/film/spider-man-into-the-spider-verse/,https://a.ltrbxd.com/resized/film-poster/2/5/1/9/4/3/251943-spider-man-into-the-spider-verse-0-1000-0-1500-crop.jpg?v=538fe0ada6,4.41,adventure
The Final Girls (2015),https://letterboxd.com/film/the-final-girls/,https://a.ltrbxd.com/resized/film-poster/2/2/0/8/3/8/220838-the-final-girls-0-1000-0-1500-crop.jpg?v=01914aa84c,3.17,comedy
This Is the End (2013),https://letterboxd.com/film/this-is-the-end/,https://a.ltrbxd.com/resized/sm/upload/jc/9p/19/zx/oie_1512543TJ3vNUDP-0-1000-0-1500-crop.jpg?v=8b2686919f,3.16,comedy
The Great Gatsby (2013),https://letterboxd.com/film/the-great-gatsby-2013/,https://a.ltrbxd.com/resized/film-poster/2/8/5/285-the-great-gatsby-0-1000-0-1500-crop.jpg?v=83157e478f,3.42,romance
My Wife Is Retarded (2007),https://letterboxd.com/film/my-wife-is-retarded/,https://a.ltrbxd.com/resized/film-poster/5/6/9/9/9/2/569992-my-wife-is-retarded-0-1000-0-1500-crop.jpg?v=c52994671f,2.58,
The Fast and the Furious: Tokyo Drift (2006),https://letterboxd.com/film/the-fast-and-the-furious-tokyo-drift/,https://a.ltrbxd.com/resized/film-poster/4/6/9/8/6/46986-the-fast-and-the-furious-tokyo-drift-0-1000-0-1500-crop.jpg?v=d90305bf54,3.2,crime
A Bug's Life (1998),https://letterboxd.com/film/a-bugs-life/,https://a.ltrbxd.com/resized/film-poster/4/7/1/1/1/47111-a-bug-s-life-0-1000-0-1500-crop.jpg?v=30ec62f056,3.47,comedy
Love and Monsters (2020),https://letterboxd.com/film/love-and-monsters/,https://a.ltrbxd.com/resized/film-poster/5/1/7/8/2/8/517828-love-and-monsters-0-1000-0-1500-crop.jpg?v=4bd3b47d3c,3.2,adventure
Apollo 10½: A Space Age Childhood (2022),https://letterboxd.com/film/apollo-10-a-space-age-childhood/,https://a.ltrbxd.com/resized/film-poster/5/8/9/7/8/6/589786-apollo-10-a-space-age-childhood-0-1000-0-1500-crop.jpg?v=40690dbffc,3.63,fantasy
Red Notice (2021),https://letterboxd.com/film/red-notice/,https://a.ltrbxd.com/resized/film-poster/4/4/1/8/5/8/441858-red-notice-0-1000-0-1500-crop.jpg?v=d2c7c01ef2,2.46,comedy
Scary Movie 4 (2006),https://letterboxd.com/film/scary-movie-4/,https://a.ltrbxd.com/resized/film-poster/4/9/4/3/3/49433-scary-movie-4-0-1000-0-1500-crop.jpg?v=a3763f1e12,2.28,comedy
Independence Day (1996),https://letterboxd.com/film/independence-day/,https://a.ltrbxd.com/resized/sm/upload/7q/v8/7h/61/bqLlWZJdhrS0knfEJRkquW7L8z2-0-1000-0-1500-crop.jpg?v=668fcae5df,3.34,adventure
Rocky (1976),https://letterboxd.com/film/rocky/,https://a.ltrbxd.com/resized/sm/upload/4z/ql/93/vq/2Zyuxm4fgCPKlnIdieHg7tfbxMS-0-1000-0-1500-crop.jpg?v=57dafbba23,4.09,drama
Wicked (2024),https://letterboxd.com/film/wicked-2024/,https://a.ltrbxd.com/resized/film-poster/3/3/7/0/3/6/337036-wicked-2024-0-1000-0-1500-crop.jpg?v=c519c37ff7,3.89,romance
Cha Cha Real Smooth (2022),https://letterboxd.com/film/cha-cha-real-smooth/,https://a.ltrbxd.com/resized/film-poster/7/3/0/7/9/8/730798-cha-cha-real-smooth-0-1000-0-1500-crop.jpg?v=6d120a326b,3.82,drama
Assassination Nation (2018),https://letterboxd.com/film/assassination-nation/,https://a.ltrbxd.com/resized/sm/upload/r0/xb/0v/z0/fjhJTk1jSWNK9Idm588jIwpp8S5-0-1000-0-1500-crop.jpg?v=213fe6580f,3.01,thriller
Transformers: The Last Knight (2017),https://letterboxd.com/film/transformers-the-last-knight/,https://a.ltrbxd.com/resized/film-poster/2/6/5/4/4/3/265443-transformers-the-last-knight-0-1000-0-1500-crop.jpg?v=aff0d2e27e,1.92,science-fiction
We're the Millers (2013),https://letterboxd.com/film/were-the-millers/,https://a.ltrbxd.com/resized/sm/upload/gy/z2/o8/vq/pyrv46Lr3rOIcSg1PkkCwktCC3G-0-1000-0-1500-crop.jpg?v=a294641de8,3.27,comedy
Stuck in Love (2012),https://letterboxd.com/film/stuck-in-love/,https://a.ltrbxd.com/resized/sm/upload/8b/1l/wd/xs/wxrH3NZ4wTtHVzbquknLRRQMFWW-0-1000-0-1500-crop.jpg?v=e4400c765f,3.5,drama
Pirates of the Caribbean: On Stranger Tides (2011),https://letterboxd.com/film/pirates-of-the-caribbean-on-stranger-tides/,https://a.ltrbxd.com/resized/film-poster/5/0/7/3/5/50735-pirates-of-the-caribbean-on-stranger-tides-0-1000-0-1500-crop.jpg?v=84b9897282,2.86,adventure
The Twilight Saga: Eclipse (2010),https://letterboxd.com/film/the-twilight-saga-eclipse/,https://a.ltrbxd.com/resized/film-poster/3/7/0/8/8/37088-the-twilight-saga-eclipse-0-1000-0-1500-crop.jpg?v=b7981ac336,2.65,drama
Thor: Love and Thunder (2022),https://letterboxd.com/film/thor-love-and-thunder/,https://a.ltrbxd.com/resized/film-poster/5/4/3/0/0/2/543002-thor-love-and-thunder-0-1000-0-1500-crop.jpg?v=bc6277fe76,2.41,action
Band of Brothers (2001),https://letterboxd.com/film/band-of-brothers/,https://a.ltrbxd.com/resized/film-poster/2/5/9/0/1/1/259011-band-of-brothers-0-1000-0-1500-crop.jpg?v=267d271582,4.71,drama
Rudolph the Red-Nosed Reindeer (1964),https://letterboxd.com/film/rudolph-the-red-nosed-reindeer/,https://a.ltrbxd.com/resized/sm/upload/4l/yw/gk/n3/r0vtyGOwTLZg4pgtbjlMGke7Qo1-0-1000-0-1500-crop.jpg?v=1fd12e19c5,3.56,tv-movie
Shark Tale (2004),https://letterboxd.com/film/shark-tale/,https://a.ltrbxd.com/resized/film-poster/4/6/1/1/7/46117-shark-tale-0-1000-0-1500-crop.jpg?v=cf45b90c76,2.93,action
Sully (2016),https://letterboxd.com/film/sully/,https://a.ltrbxd.com/resized/film-poster/3/0/1/0/4/0/301040-sully-0-1000-0-1500-crop.jpg?v=d60925feaa,3.47,drama
Phineas and Ferb The Movie: Across the 2nd Dimension (2011),https://letterboxd.com/film/phineas-and-ferb-the-movie-across-the-2nd/,https://a.ltrbxd.com/resized/film-poster/5/7/7/9/1/57791-phineas-and-ferb-the-movie-across-the-2nd-dimension-0-1000-0-1500-crop.jpg?v=f7525c6528,3.65,tv-movie
Swing Vote (2008),https://letterboxd.com/film/swing-vote/,https://a.ltrbxd.com/resized/film-poster/4/6/4/6/4/46464-swing-vote-0-1000-0-1500-crop.jpg?v=fdf2c5d960,2.59,comedy
Se7en (1995),https://letterboxd.com/film/se7en/,https://a.ltrbxd.com/resized/film-poster/5/1/3/4/5/51345-se7en-0-1000-0-1500-crop.jpg?v=76a14ef6b4,4.34,crime
It's a Wonderful Life (1946),https://letterboxd.com/film/its-a-wonderful-life/,https://a.ltrbxd.com/resized/film-poster/5/0/9/4/9/50949-it-s-a-wonderful-life-0-1000-0-1500-crop.jpg?v=64b72dd083,4.41,family
Furiosa: A Mad Max Saga (2024),https://letterboxd.com/film/furiosa-a-mad-max-saga/,https://a.ltrbxd.com/resized/film-poster/7/0/5/2/2/1/705221-furiosa-a-mad-max-saga-0-1000-0-1500-crop.jpg?v=3c0e322842,3.8,science-fiction
Hacker (2015),https://letterboxd.com/film/hacker-2015/,https://a.ltrbxd.com/resized/film-poster/3/4/7/1/1/1/347111-hacker-0-1000-0-1500-crop.jpg?v=5b63dd56a1,2.72,
Rango (2011),https://letterboxd.com/film/rango/,https://a.ltrbxd.com/resized/sm/upload/kg/9s/vs/0n/tB6RZA2pEFnolOKOAHR2GBu25aT-0-1000-0-1500-crop.jpg?v=fcc79c3c62,3.69,western
Kung Fu Panda (2008),https://letterboxd.com/film/kung-fu-panda/,https://a.ltrbxd.com/resized/sm/upload/wn/0t/9w/2v/mk3UyyaLyXhgIhmLji25OUPXvGR-0-1000-0-1500-crop.jpg?v=ad94029f2c,3.88,comedy
The Girl Next Door (2004),https://letterboxd.com/film/the-girl-next-door-2004/,https://a.ltrbxd.com/resized/sm/upload/aw/57/ox/74/lWybRfPlUCKKOaYFSjY67pNhkxa-0-1000-0-1500-crop.jpg?v=782e1d861d,2.9,romance
Jurassic Park III (2001),https://letterboxd.com/film/jurassic-park-iii/,https://a.ltrbxd.com/resized/film-poster/5/1/7/3/1/51731-jurassic-park-iii-0-1000-0-1500-crop.jpg?v=22cdbe26f3,2.82,action
Rounders (1998),https://letterboxd.com/film/rounders/,https://a.ltrbxd.com/resized/sm/upload/0g/7j/qh/rv/j5IzmdWdO5CqgeoyJLZ1dO7w375-0-1000-0-1500-crop.jpg?v=0e6c4dca2d,3.59,drama
Akira (1988),https://letterboxd.com/film/akira/,https://a.ltrbxd.com/resized/sm/upload/xk/25/lu/0m/mi2Axov7Hy20wieoGfrbqDWLjSr-0-1000-0-1500-crop.jpg?v=dd1e90619a,4.28,animation
Deepwater Horizon (2016),https://letterboxd.com/film/deepwater-horizon/,https://a.ltrbxd.com/resized/sm/upload/mn/k6/8w/8z/7anDs8mzWhVnNnmkrR8kthf4gH1-0-1000-0-1500-crop.jpg?v=26c4292bba,3.4,action
American Pie Presents: Girls' Rules (2020),https://letterboxd.com/film/american-pie-presents-girls-rules/,https://a.ltrbxd.com/resized/film-poster/5/8/5/9/6/9/585969-american-pie-presents-girls-rules-0-1000-0-1500-crop.jpg?v=7cf60620f7,1.79,comedy
The Dark Knight Rises (2012),https://letterboxd.com/film/the-dark-knight-rises/,https://a.ltrbxd.com/resized/film-poster/1/6/5/5/0/16550-the-dark-knight-rises-0-1000-0-1500-crop.jpg?v=a7db2d4314,3.77,thriller
The Cat in the Hat (2003),https://letterboxd.com/film/the-cat-in-the-hat-2003/,https://a.ltrbxd.com/resized/film-poster/4/6/0/8/4/46084-dr-seuss-the-cat-in-the-hat-0-1000-0-1500-crop.jpg?v=794f6352e4,2.63,comedy
Romeo + Juliet (1996),https://letterboxd.com/film/romeo-juliet-1996/,https://a.ltrbxd.com/resized/film-poster/5/1/6/4/7/51647-romeo-juliet-0-1000-0-1500-crop.jpg?v=bbd8155493,3.43,romance
Alien³ (1992),https://letterboxd.com/film/alien-3/,https://a.ltrbxd.com/resized/film-poster/4/7/8/8/8/47888-alien-0-1000-0-1500-crop.jpg?v=8b2645e0e9,2.82,horror
